region,polyarchy,gdp_pc,flfp,women_rep
The West,0.8709229797979798,37.91305416666667,52.99082070707071,28.1292071197411
Latin America,0.6371357575757576,9.610284,48.12644848484849,21.32548076923077
Eastern Europe,0.5387450777202073,12.176553652968037,50.458936170212766,17.997275280898876
Asia,0.40766017316017317,9.746391358024692,50.32171364148816,14.452245557350565
Africa,0.39341661649608667,4.410484472049689,56.69530390275112,17.44296170212766
Middle East,0.24588921713441655,21.13431873905429,26.578724727838257,10.215679287305123
